participant,source,cs,is_filler,word,group,contexts
60166230-ee41-41ad-8518-af1dbf44b7e6,social,20,False,сахарный,distal_meton,133
60166230-ee41-41ad-8518-af1dbf44b7e6,social,20,False,сахарный,distal_meton,132
60166230-ee41-41ad-8518-af1dbf44b7e6,social,10,False,сумасшедший,proximal_meton,67 70
60166230-ee41-41ad-8518-af1dbf44b7e6,social,10,False,сумасшедший,proximal_meton,72 66 71
60166230-ee41-41ad-8518-af1dbf44b7e6,social,10,False,сумасшедший,proximal_meton,68 69
60166230-ee41-41ad-8518-af1dbf44b7e6,social,40,False,глупый,proximal_proximal_meton,275 276 277
60166230-ee41-41ad-8518-af1dbf44b7e6,social,40,False,глупый,proximal_proximal_meton,274 278
60166230-ee41-41ad-8518-af1dbf44b7e6,social,40,False,глупый,proximal_proximal_meton,280 279
60166230-ee41-41ad-8518-af1dbf44b7e6,social,43,False,смелый,proximal_proximal_meton,297 295
60166230-ee41-41ad-8518-af1dbf44b7e6,social,43,False,смелый,proximal_proximal_meton,298 294
60166230-ee41-41ad-8518-af1dbf44b7e6,social,43,False,смелый,proximal_proximal_meton,296 299
60166230-ee41-41ad-8518-af1dbf44b7e6,social,3,False,крикливый,proximal_meton,19 22
60166230-ee41-41ad-8518-af1dbf44b7e6,social,3,False,крикливый,proximal_meton,24 18 21
60166230-ee41-41ad-8518-af1dbf44b7e6,social,3,False,крикливый,proximal_meton,20 23
60166230-ee41-41ad-8518-af1dbf44b7e6,social,42,False,робкий,proximal_proximal_meton,289 292
60166230-ee41-41ad-8518-af1dbf44b7e6,social,42,False,робкий,proximal_proximal_meton,288 290
60166230-ee41-41ad-8518-af1dbf44b7e6,social,42,False,робкий,proximal_proximal_meton,291 293
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,41,False,уверенный,proximal_proximal_meton,281 285
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,41,False,уверенный,proximal_proximal_meton,283 284
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,41,False,уверенный,proximal_proximal_meton,282 286 287
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,7,False,умный,proximal_meton,48 47
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,7,False,умный,proximal_meton,51 52 45
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,7,False,умный,proximal_meton,49 50 46
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,20,False,сахарный,distal_meton,133
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,20,False,сахарный,distal_meton,131
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,20,False,сахарный,distal_meton,130
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,20,False,сахарный,distal_meton,132
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,29,False,унылый,proximal_distal_meton,193 194 195 196 197 198
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,29,False,унылый,proximal_distal_meton,192 190 191
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,10,False,сумасшедший,proximal_meton,68 69
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,10,False,сумасшедший,proximal_meton,66 71
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,10,False,сумасшедший,proximal_meton,72 67 70
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,3,False,крикливый,proximal_meton,24 18 21
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,3,False,крикливый,proximal_meton,19 22
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,3,False,крикливый,proximal_meton,20 23
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,1,False,злой,proximal_meton,1 4 7
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,1,False,злой,proximal_meton,8 2 5
ef4eeaa5-de10-4cbd-8e42-84e1050a5710,social,1,False,злой,proximal_meton,3 6
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,1,False,злой,proximal_meton,1 3 6 7
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,1,False,злой,proximal_meton,8 2 4 5
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,41,False,уверенный,proximal_proximal_meton,282 283 284
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,41,False,уверенный,proximal_proximal_meton,281 285 286 287
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,42,False,робкий,proximal_proximal_meton,288 289 290 292
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,42,False,робкий,proximal_proximal_meton,291 293
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,14,False,боевой,distal_meton,96 95
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,14,False,боевой,distal_meton,97 98 99 100 101
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,3,False,крикливый,proximal_meton,18 19 21 22 24
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,3,False,крикливый,proximal_meton,20 23
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,17,False,живой,distal_meton,114 110 111
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,17,False,живой,distal_meton,112 113 115
b7cf1011-8164-4e96-a6f7-e23141bd35c5,social,24,False,беззаботный,proximal_distal_meton,151 152 153 154 155 156 157 158 159
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,14,False,боевой,distal_meton,96 95
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,14,False,боевой,distal_meton,97 98 99 100 101
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,22,False,молочный,distal_meton,143
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,22,False,молочный,distal_meton,140 142
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,22,False,молочный,distal_meton,139 141
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,27,False,грустный,proximal_distal_meton,177 180 182
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,27,False,грустный,proximal_distal_meton,178 175
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,27,False,грустный,proximal_distal_meton,176 179 181
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,5,False,трезвый,proximal_meton,34 37 38
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,5,False,трезвый,proximal_meton,32 35
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,5,False,трезвый,proximal_meton,33 36
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,10,False,сумасшедший,proximal_meton,68 69
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,10,False,сумасшедший,proximal_meton,72 66 71
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,10,False,сумасшедший,proximal_meton,67 70
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,38,False,наивный,proximal_proximal_meton,258 262
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,38,False,наивный,proximal_proximal_meton,265 259 263
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,38,False,наивный,proximal_proximal_meton,264 260 261
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,34,False,добродушный,proximal_proximal_meton,234 228 229
affecae6-6d27-4032-ab8f-c4363a1f5c56,social,34,False,добродушный,proximal_proximal_meton,232 233 230 231
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,5,False,трезвый,proximal_meton,34 37 38
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,5,False,трезвый,proximal_meton,32 33 35 36
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,15,False,веселый,distal_meton,105 107 108
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,15,False,веселый,distal_meton,104 106 102 103
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,42,False,робкий,proximal_proximal_meton,291 292 293
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,42,False,робкий,proximal_proximal_meton,288 289 290
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,21,False,свинцовый,distal_meton,138 135
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,21,False,свинцовый,distal_meton,136 137 134
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,10,False,сумасшедший,proximal_meton,72 68 69 71
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,10,False,сумасшедший,proximal_meton,66 67 70
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,6,False,строгий,proximal_meton,42 43
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,6,False,строгий,proximal_meton,40 41 44 39
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,36,False,наглый,proximal_proximal_meton,248 249 246 247
b55814f2-3c46-4962-90e1-f9a2c45f96ee,social,36,False,наглый,proximal_proximal_meton,243 244 245
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,9,False,агрессивный,proximal_meton,65 62 63
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,9,False,агрессивный,proximal_meton,64 59 60 61
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,19,False,холодный,distal_meton,128 125
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,19,False,холодный,distal_meton,124
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,19,False,холодный,distal_meton,129 126 127
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,14,False,боевой,distal_meton,97 98 99 100 101
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,14,False,боевой,distal_meton,96 95
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,27,False,грустный,proximal_distal_meton,175 176 177 178 179 180 181 182
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,32,False,голодный,proximal_distal_meton,216 217 218 214
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,32,False,голодный,proximal_distal_meton,213
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,32,False,голодный,proximal_distal_meton,215
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,26,False,нервный,proximal_distal_meton,167 168 169 170 171 172 173 174
9da08e11-8749-4d16-a197-35e9d8e39dc8,toloka,29,False,унылый,proximal_distal_meton,192 193 194 195 196 197 198 190 191
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,3,False,крикливый,proximal_meton,20 23
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,3,False,крикливый,proximal_meton,18 19 21 22 24
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,14,False,боевой,distal_meton,97 98 99 100 101
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,14,False,боевой,distal_meton,96 95
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,37,False,внимательный,proximal_proximal_meton,256 257 250 251 252 253 254 255
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,9,False,агрессивный,proximal_meton,65 60 62 63
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,9,False,агрессивный,proximal_meton,64 59 61
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,34,False,добродушный,proximal_proximal_meton,228 229 230 231 232 233 234
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,21,False,свинцовый,distal_meton,136 134
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,21,False,свинцовый,distal_meton,137
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,21,False,свинцовый,distal_meton,138 135
70fc483a-a425-4d1d-8b09-ef39178b5674,toloka,39,False,ленивый,proximal_proximal_meton,266 267 268 269 270 271 272 273
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,34,False,добродушный,proximal_proximal_meton,232 229
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,34,False,добродушный,proximal_proximal_meton,233 230 231
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,34,False,добродушный,proximal_proximal_meton,234 228
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,10,False,сумасшедший,proximal_meton,72
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,10,False,сумасшедший,proximal_meton,67 70
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,10,False,сумасшедший,proximal_meton,68 69
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,10,False,сумасшедший,proximal_meton,66 71
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,1,False,злой,proximal_meton,1 4 7
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,1,False,злой,proximal_meton,3 6
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,1,False,злой,proximal_meton,8 2 5
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,42,False,робкий,proximal_proximal_meton,289 291 292 293
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,42,False,робкий,proximal_proximal_meton,288 290
484e01f6-8eb7-4bff-8e53-0723b0cfafe5,toloka,27,False,грустный,proximal_distal_meton,175 176 178 179 181
484e01f6-8eb7-4bff-8e53-0723b0cfafe5,toloka,27,False,грустный,proximal_distal_meton,177 180 182
d19b6b80-72c3-40ae-ad8e-007b80bbdf03,toloka,34,False,добродушный,proximal_proximal_meton,229 230 231 232 233
d19b6b80-72c3-40ae-ad8e-007b80bbdf03,toloka,34,False,добродушный,proximal_proximal_meton,234 228
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,7,False,умный,proximal_meton,49 50 46
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,7,False,умный,proximal_meton,51 52 45
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,7,False,умный,proximal_meton,48 47
7e40a402-a863-4775-b7c7-db5153e56e73,toloka,27,False,грустный,proximal_distal_meton,180 182
7e40a402-a863-4775-b7c7-db5153e56e73,toloka,27,False,грустный,proximal_distal_meton,175 176 178 179 181
7e40a402-a863-4775-b7c7-db5153e56e73,toloka,27,False,грустный,proximal_distal_meton,177
7e40a402-a863-4775-b7c7-db5153e56e73,toloka,28,False,задорный,proximal_distal_meton,186 189 183
7e40a402-a863-4775-b7c7-db5153e56e73,toloka,28,False,задорный,proximal_distal_meton,184 185 187 188
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,15,False,веселый,distal_meton,105 107 108
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,15,False,веселый,distal_meton,104 102
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,15,False,веселый,distal_meton,106 103
c939fab7-fb46-4f33-b5cc-8318a421a55c,toloka,39,False,ленивый,proximal_proximal_meton,266 268 270 272 273
c939fab7-fb46-4f33-b5cc-8318a421a55c,toloka,39,False,ленивый,proximal_proximal_meton,267 269 271
51d71c4f-9e9a-4a85-a575-f97967cb7ef5,toloka,17,False,живой,distal_meton,112 113 115 109
51d71c4f-9e9a-4a85-a575-f97967cb7ef5,toloka,17,False,живой,distal_meton,114 110 111
d19b6b80-72c3-40ae-ad8e-007b80bbdf03,toloka,39,False,ленивый,proximal_proximal_meton,266 268 270 272 273
d19b6b80-72c3-40ae-ad8e-007b80bbdf03,toloka,39,False,ленивый,proximal_proximal_meton,267 269 271
328b6527-bbd1-43c9-a9b1-e1000b996b36,toloka,18,False,мертвый,distal_meton,121 116 118
328b6527-bbd1-43c9-a9b1-e1000b996b36,toloka,18,False,мертвый,distal_meton,117 119 120 122 123
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,23,False,солнечный,distal_meton,146 148
61247104-6b55-4296-b80b-d8a21ddc2d00,toloka,23,False,солнечный,distal_meton,144 145 147 149 150
d19b6b80-72c3-40ae-ad8e-007b80bbdf03,toloka,11,False,деликатный,proximal_meton,73 74 75 77
